dst_port,ip_prot,flow_duration,down_up_ratio,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_var,pkt_len_std,bytes_per_s,pkt_per_s,fwd_pkt_per_s,bwd_pkt_per_s,fwd_pkt_cnt,fwd_pkt_len_tot,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_hdr_len_tot,fwd_pkt_hdr_len_min,fwd_non_empty_pkt_cnt,bwd_pkt_cnt,bwd_pkt_len_tot,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_hdr_len_tot,bwd_pkt_hdr_len_min,bwd_non_empty_pkt_cnt,iat_max,iat_min,iat_mean,iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,flag_SYN,flag_fin,flag_rst,flag_ack,flag_psh,fwd_flag_psh,bwd_flag_psh,flag_urg,fwd_flag_urg,bwd_flag_urg,flag_cwr,flag_ece,fwd_bulk_bytes_mean,fwd_bulk_pkt_mean,fwd_bulk_rate_mean,bwd_bulk_bytes_mean,bwd_bulk_pkt_mean,bwd_bulk_rate_mean,fwd_subflow_bytes_mean,fwd_subflow_pkt_mean,bwd_subflow_bytes_mean,bwd_subflow_pkt_mean,fwd_tcp_init_win_bytes,bwd_tcp_init_win_bytes,label
80,6,5524000,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.724113,0.543085,0.181028,3,0,0.0,0.0,0.0,0.0,72,20,0,1,0,0.0,0.0,0.0,0.0,32,32,0,5512550.0,13.0,1841333.333333,3179372.02717,5524000,5512550.0,11450.0,2762000.0,3889865.113985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,8192,42780,Benign
80,6,62806,1.333333,935.0,0.0,183.857143,126917.47619,356.254791,20491.67277,111.45432,47.766137,63.688183,3,352,352.0,0.0,117.333333,203.227295,104,32,1,4,935,935.0,0.0,233.75,467.5,136,32,1,47171.0,4.0,10467.666667,18991.821099,15605,15353.0,252.0,7802.5,10678.019503,62799,47171.0,26.0,20933.0,24020.354431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,3.0,935.0,4.0,26883,26847,DoS Hulk
80,6,82210,1.333333,935.0,0.0,191.714286,130432.238095,361.154037,16324.048169,85.147792,36.491911,48.655881,3,407,407.0,0.0,135.666667,234.98156,104,32,1,4,935,935.0,0.0,233.75,467.5,136,32,1,35417.0,4.0,13701.666667,15892.210692,46773,27929.0,18844.0,23386.5,6424.065107,82203,46770.0,16.0,27401.0,24385.98616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,3.0,935.0,4.0,26883,26847,DoS Hulk
443,6,60246039,0.5,125.0,0.0,66.0,3154.4,56.164045,6.573046,0.099592,0.066394,0.033197,4,146,73.0,0.0,36.5,42.14657,80,20,2,2,250,125.0,0.0,125.0,0.0,40,20,2,59687147.0,50174.0,12049207.8,26630558.11685,60246039,59687147.0,108760.0,20082013.0,34299476.863052,59942774,59942774.0,59942774.0,59942774.0,0.0,450132.0,450132.0,450132.0,0.0,59687147.0,59687147.0,59687147.0,0.0,0,0,0,6,4,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2.0,125.0,1.0,258,8192,Benign
80,6,42184,1.333333,935.0,0.0,178.714286,125084.904762,353.673444,29655.793666,165.939693,71.117011,94.822682,3,316,316.0,0.0,105.333333,182.442685,72,20,1,4,935,935.0,0.0,233.75,467.5,92,20,1,41176.0,5.0,7030.666667,16729.811471,41479,41176.0,303.0,20739.5,28901.575467,42179,41480.0,19.0,14059.666667,23749.005039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,316.0,3.0,935.0,4.0,65535,26883,DDoS HOIC
53,17,23065,1.0,91.0,27.0,59.0,2048.0,45.254834,5115.976588,86.711468,43.355734,43.355734,1,27,27.0,27.0,27.0,0.0,8,8,1,1,91,91.0,0.0,91.0,0.0,8,8,1,23065.0,23065.0,23065.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,91.0,1.0,-1,-1,Benign
53,17,5802,1.0,184.0,56.0,120.0,8192.0,90.509668,41365.046536,344.708721,172.354361,172.354361,1,56,56.0,56.0,56.0,0.0,8,8,1,1,184,184.0,0.0,184.0,0.0,8,8,1,5802.0,5802.0,5802.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,184.0,1.0,-1,-1,Benign
80,6,88706,1.333333,935.0,0.0,180.0,125508.333333,354.271553,14204.225193,78.912362,33.819584,45.092778,3,325,325.0,0.0,108.333333,187.638837,104,32,1,4,935,935.0,0.0,233.75,467.5,136,32,1,40171.0,5.0,14784.333333,17303.741511,48507,27313.0,21194.0,24253.5,4326.786394,88698,48504.0,23.0,29566.0,25922.024593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,3.0,935.0,4.0,26883,26847,DoS Hulk
80,6,133334,1.333333,935.0,0.0,177.714286,124771.571429,353.230196,9329.95335,52.499738,22.499888,29.99985,3,309,309.0,0.0,103.0,178.401233,72,20,1,4,935,935.0,0.0,233.75,467.5,92,20,1,132568.0,3.0,22222.333333,54058.361206,132915,132568.0,347.0,66457.5,93494.365715,133331,132928.0,43.0,44443.666667,76629.844423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,309.0,3.0,935.0,4.0,65535,26883,DDoS HOIC
80,6,1334,1.333333,935.0,0.0,182.142857,126265.47619,355.338537,955772.113943,5247.376312,2248.875562,2998.50075,3,340,340.0,0.0,113.333333,196.299092,72,20,1,4,935,935.0,0.0,233.75,467.5,92,20,1,730.0,4.0,222.333333,281.330174,1042,730.0,312.0,521.0,295.570635,1330,1047.0,31.0,443.333333,534.341027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,340.0,3.0,935.0,4.0,65535,26883,DDoS HOIC
80,6,672,1.333333,488.0,0.0,92.714286,33982.238095,184.342719,965773.809524,10416.666667,4464.285714,5952.380952,3,161,161.0,0.0,53.666667,92.953393,72,20,1,4,488,488.0,0.0,122.0,244.0,92,20,1,236.0,10.0,112.0,88.609255,349,255.0,94.0,174.5,113.844192,436,253.0,10.0,145.333333,123.83995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,161.0,3.0,488.0,4.0,8192,17922,Benign
3389,6,1920138,0.7,197.0,0.0,57.294118,4846.720588,69.618393,507.255208,8.85353,5.207959,3.645571,10,673,187.0,0.0,67.3,68.039286,212,20,6,7,301,197.0,0.0,43.0,74.668155,152,20,3,845834.0,3.0,120008.625,210531.85175,1920138,907095.0,3.0,213348.666667,277952.107587,1074255,444964.0,99.0,179042.5,165256.917477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,16,9,6,3,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,673.0,10.0,301.0,7.0,8192,64000,Benign
3389,6,2316692,0.875,1173.0,0.0,180.6,105979.971429,325.545652,1169.339731,6.474749,3.4532,3.02155,8,1128,661.0,0.0,141.0,222.623321,172,20,5,7,1581,1173.0,0.0,225.857143,430.098604,152,20,5,953139.0,5.0,165478.0,250215.001781,2316692,1186697.0,5.0,330956.0,387085.544794,2140460,953139.0,227776.0,356743.333333,292230.75923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,14,10,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,8.0,1581.0,7.0,8192,64000,Benign
80,6,150339,1.333333,935.0,0.0,177.428571,124684.619048,353.107093,8261.329396,46.561438,19.954902,26.606536,3,307,307.0,0.0,102.333333,177.246533,104,32,1,4,935,935.0,0.0,233.75,467.5,136,32,1,133304.0,6.0,25056.5,53446.13013,133560,133304.0,256.0,66780.0,94079.143023,150333,133563.0,55.0,50111.0,72750.024935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,3.0,935.0,4.0,26883,26847,DoS Hulk
3389,6,4087080,0.636364,1173.0,0.0,151.611111,93075.428105,305.082658,667.713869,4.404122,2.691408,1.712714,11,1148,677.0,0.0,104.363636,202.294475,228,20,5,7,1581,1173.0,0.0,225.857143,430.098604,148,20,5,1799969.0,47.0,240416.470588,462556.623256,4087080,1799969.0,4734.0,408708.0,591715.109691,3696568,1942017.0,28034.0,616094.666667,731841.661347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,17,10,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,5.5,790.5,3.5,8192,64000,Benign
3389,6,1824684,0.875,1173.0,0.0,180.6,105979.971429,325.545652,1484.640628,8.220601,4.384321,3.836281,8,1128,661.0,0.0,141.0,222.623321,172,20,5,7,1581,1173.0,0.0,225.857143,430.098604,152,20,5,953224.0,51.0,130334.571429,245568.912383,1824684,1137614.0,135.0,260669.142857,390168.857787,1694052,953224.0,122780.0,282342.0,329303.922347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,14,10,5,5,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,8.0,1581.0,7.0,8192,64000,Benign
53,17,295,1.0,58.0,42.0,50.0,128.0,11.313708,338983.050847,6779.661017,3389.830508,3389.830508,1,42,42.0,42.0,42.0,0.0,8,8,1,1,58,58.0,0.0,58.0,0.0,8,8,1,295.0,295.0,295.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,58.0,1.0,-1,-1,Benign
53,17,51465,1.0,115.0,31.0,73.0,2352.0,48.497423,5673.758865,77.722724,38.861362,38.861362,2,62,31.0,31.0,31.0,0.0,16,8,2,2,230,115.0,0.0,115.0,0.0,16,8,2,31164.0,2.0,17155.0,15817.11456,31164,31164.0,31164.0,31164.0,0.0,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,230.0,2.0,-1,-1,Benign
53,17,313,1.0,52.0,36.0,44.0,128.0,11.313708,281150.159744,6389.776358,3194.888179,3194.888179,1,36,36.0,36.0,36.0,0.0,8,8,1,1,52,52.0,0.0,52.0,0.0,8,8,1,313.0,313.0,313.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,52.0,1.0,-1,-1,Benign
80,6,58245,1.333333,935.0,0.0,177.857143,124815.47619,353.292338,21375.225341,120.18199,51.506567,68.675423,3,310,310.0,0.0,103.333333,178.978583,104,32,1,4,935,935.0,0.0,233.75,467.5,136,32,1,31900.0,5.0,9707.5,12712.874557,26320,15359.0,10961.0,13160.0,3109.855624,58240,31900.0,18.0,19413.333333,17026.824053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,3.0,935.0,4.0,26883,26847,DoS Hulk
3389,6,10746594,1.0,1149.0,0.0,136.722222,82614.330065,287.427087,229.002789,1.674949,0.837475,0.837475,9,1032,565.0,0.0,114.666667,183.692678,200,20,5,9,1429,1149.0,0.0,158.777778,375.123905,212,20,5,5982299.0,3.0,632152.588235,1563207.617625,10746594,8995679.0,3.0,1343324.25,3112873.139629,10638532,6015456.0,110187.0,1329816.5,2142836.596837,3013380.0,3013380.0,3013380.0,0.0,5982299.0,5982299.0,5982299.0,0.0,5,0,1,16,10,5,5,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,344.0,3.0,476.333333,3.0,8192,64000,Benign
80,6,955459,1.333333,964.0,0.0,140.571429,131895.619048,363.174365,1029.871507,7.326322,3.139852,4.18647,3,20,20.0,0.0,6.666667,11.547005,72,20,1,4,964,964.0,0.0,241.0,482.0,92,20,1,953446.0,10.0,159243.166667,389079.09046,1959,1947.0,12.0,979.5,1368.251622,955444,953446.0,44.0,318481.333333,549896.361109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,964.0,4.0,8192,26883,DDoS LOIC-HTTP
53,17,242,1.0,49.0,33.0,41.0,128.0,11.313708,338842.975207,8264.46281,4132.231405,4132.231405,1,33,33.0,33.0,33.0,0.0,8,8,1,1,49,49.0,0.0,49.0,0.0,8,8,1,242.0,242.0,242.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,49.0,1.0,-1,-1,Benign
443,6,9644579,0.75,1460.0,0.0,291.142857,268200.593407,517.880868,422.620832,1.451593,0.829482,0.622111,8,366,209.0,0.0,45.75,79.078171,172,20,3,6,3710,1460.0,0.0,618.333333,680.995056,132,20,4,9503195.0,8.0,741890.692308,2632517.617797,9644579,9503195.0,31.0,1377797.0,3583090.311606,52887,32881.0,13.0,10577.4,14502.599088,141353.0,141353.0,141353.0,0.0,9503195.0,9503195.0,9503195.0,0.0,2,1,0,13,5,3,2,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,183.0,4.0,1855.0,3.0,8192,29200,Benign
3389,6,3284702,0.888889,1173.0,0.0,162.705882,96709.595588,310.981664,842.085523,5.175508,2.739975,2.435533,9,1148,677.0,0.0,127.555556,218.691056,192,20,5,8,1618,1173.0,0.0,202.25,403.753372,172,20,6,953160.0,59.0,205293.875,261881.47034,3284702,1695652.0,648.0,410587.75,539572.910744,3105162,953160.0,175111.0,443594.571429,342110.806453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,16,11,5,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,9.0,1618.0,8.0,8192,64000,Benign
80,6,116007679,0.875,706.0,0.0,38.366667,22160.102299,148.862696,9.921757,0.258604,0.137922,0.120682,16,445,434.0,0.0,27.8125,108.317569,332,20,12,14,706,706.0,0.0,50.428571,188.686437,424,20,1,10107605.0,9.0,4000264.793103,4871786.147764,116007679,10203026.0,217.0,7733845.266667,4238096.639166,111991884,10203127.0,95622.0,8614760.307692,3780654.759203,384317.0,95408.0,121733.545455,87089.089451,10107605.0,9999830.0,10059339.090909,46879.518109,2,1,0,29,2,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,34.230769,1.230769,54.307692,1.076923,8192,42780,Benign
80,6,1041702,1.0,935.0,0.0,168.875,117018.696429,342.079956,1296.916009,7.67974,3.83987,3.83987,4,416,416.0,0.0,104.0,208.0,144,32,1,4,935,935.0,0.0,233.75,467.5,136,32,1,1009873.0,2.0,148814.571429,379855.718265,1011360,1009873.0,531.0,337120.0,582621.227225,31826,30298.0,42.0,10608.666667,17066.741614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,6,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,2.0,467.5,2.0,26883,26847,DoS Hulk
3389,6,1439338,0.875,1149.0,0.0,165.4,96467.971429,310.592935,1723.709094,10.421458,5.558111,4.863347,8,1052,581.0,0.0,131.5,196.372096,172,20,5,7,1429,1149.0,0.0,204.142857,420.49908,152,20,5,953202.0,80.0,102809.857143,247457.149641,1439338,1060752.0,17460.0,205619.714286,378550.218849,1391795,953202.0,55963.0,231965.833333,354447.594083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,14,10,5,5,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,8.0,1429.0,7.0,8192,64000,Benign
53,17,1108,1.0,109.0,31.0,70.0,3042.0,55.154329,126353.790614,1805.054152,902.527076,902.527076,1,31,31.0,31.0,31.0,0.0,8,8,1,1,109,109.0,0.0,109.0,0.0,8,8,1,1108.0,1108.0,1108.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,109.0,1.0,-1,-1,Benign
443,6,5390059,0.625,1460.0,0.0,262.230769,263624.358974,513.443628,632.460609,2.411847,1.484214,0.927634,8,347,190.0,0.0,43.375,73.568117,172,20,3,5,3062,1460.0,0.0,612.4,729.611403,112,20,3,5235086.0,18.0,449171.583333,1507277.385046,5390059,5235086.0,55.0,770008.428571,1969126.011233,72620,38672.0,33.0,18155.0,20354.464293,154918.0,154918.0,154918.0,0.0,5235086.0,5235086.0,5235086.0,0.0,2,1,0,12,5,3,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,173.5,4.0,1531.0,2.5,8192,29200,Benign
443,6,24893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.343872,40.171936,40.171936,1,0,0.0,0.0,0.0,0.0,32,32,0,1,0,0.0,0.0,0.0,0.0,20,20,0,24893.0,24893.0,24893.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8192,0,Benign
80,6,8583,1.333333,935.0,0.0,178.285714,124948.904762,353.481124,145403.704998,815.565653,349.528137,466.037516,3,313,313.0,0.0,104.333333,180.710634,72,20,1,4,935,935.0,0.0,233.75,467.5,92,20,1,7999.0,7.0,1430.5,3220.546274,8323,7999.0,324.0,4161.5,5427.044546,8576,8324.0,23.0,2858.666667,4734.238094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,313.0,3.0,935.0,4.0,65535,26883,DDoS HOIC
53,17,1968,1.0,83.0,35.0,59.0,1152.0,33.941125,59959.349593,1016.260163,508.130081,508.130081,1,35,35.0,35.0,35.0,0.0,8,8,1,1,83,83.0,0.0,83.0,0.0,8,8,1,1968.0,1968.0,1968.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,83.0,1.0,-1,-1,Benign
80,6,1063652,1.333333,964.0,0.0,140.571429,131895.619048,363.174365,925.114605,6.5811,2.820471,3.760628,3,20,20.0,0.0,6.666667,11.547005,72,20,1,4,964,964.0,0.0,241.0,482.0,92,20,1,1062244.0,3.0,177275.333333,433544.473972,1373,862.0,511.0,686.5,248.19448,1063649,1062244.0,26.0,354549.666667,612881.644142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.5,482.0,2.0,8192,26883,DDoS LOIC-HTTP
53,17,294,1.0,67.0,35.0,51.0,512.0,22.627417,346938.77551,6802.721088,3401.360544,3401.360544,1,35,35.0,35.0,35.0,0.0,8,8,1,1,67,67.0,0.0,67.0,0.0,8,8,1,294.0,294.0,294.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,67.0,1.0,-1,-1,Benign
22,6,377178,0.952381,976.0,0.0,113.585366,44489.84878,210.926169,12346.955549,108.701992,55.67663,53.025362,21,1992,640.0,0.0,94.857143,139.995102,680,32,16,20,2665,976.0,0.0,133.25,268.771254,648,32,15,58244.0,6.0,9429.45,16045.236934,377117,58244.0,247.0,18855.85,20123.808521,377170,139781.0,13.0,19851.052632,32780.356688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,40,31,16,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,21.0,2665.0,20.0,26883,26847,SSH-Patator
443,6,47531,0.777778,1460.0,0.0,270.625,235753.583333,485.544625,91098.441017,336.622415,189.350108,147.272306,9,557,206.0,0.0,61.888889,88.34371,192,20,4,7,3773,1460.0,0.0,539.0,655.432936,152,20,5,11397.0,5.0,3168.733333,4414.212621,47531,15611.0,18.0,5941.375,5865.915711,35975,19934.0,10.0,5995.833333,8172.72406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,15,7,4,3,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,557.0,9.0,3773.0,7.0,8192,29200,Benign
80,6,81113,1.333333,935.0,0.0,183.428571,126750.619048,356.020532,15829.768348,86.29936,36.98544,49.31392,3,349,349.0,0.0,116.333333,201.495244,104,32,1,4,935,935.0,0.0,233.75,467.5,136,32,1,46491.0,7.0,13518.833333,18244.977999,64668,46491.0,18177.0,32334.0,20021.021403,81106,64669.0,24.0,27035.333333,33606.092905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,3.0,935.0,4.0,26883,26847,DoS Hulk
80,6,5939815,1.0,231.0,0.0,41.0,7046.0,83.940455,55.220575,1.346843,0.673422,0.673422,4,97,97.0,0.0,24.25,48.5,92,20,1,4,231,231.0,0.0,57.75,115.5,92,20,1,5877714.0,39.0,848545.0,2217771.843571,62101,61724.0,111.0,20700.333333,35527.622019,5939588,5938951.0,238.0,1979862.666667,3428671.073438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,2.0,115.5,2.0,8192,17922,Benign
53,17,1122,1.0,71.0,43.0,57.0,392.0,19.79899,101604.278075,1782.531194,891.265597,891.265597,1,43,43.0,43.0,43.0,0.0,8,8,1,1,71,71.0,0.0,71.0,0.0,8,8,1,1122.0,1122.0,1122.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,71.0,1.0,-1,-1,Benign
443,6,61437639,0.933333,1460.0,0.0,144.0,145059.642857,380.866962,67.971362,0.472023,0.24415,0.227873,15,870,535.0,0.0,58.0,144.631552,312,20,9,14,3306,1460.0,0.0,236.142857,521.758102,284,20,6,10009972.0,0.0,2194201.392857,4153537.478117,61437639,10077933.0,223.0,4388402.785714,5097813.362552,61369545,10077993.0,0.0,4720734.230769,5163372.584301,814503.0,67926.0,192422.166667,304756.128435,10009972.0,9968586.0,10003018.0,16868.227328,2,1,0,28,7,3,4,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,124.285714,2.142857,472.285714,2.0,8192,26883,Benign
53,17,297,1.0,58.0,42.0,50.0,128.0,11.313708,336700.3367,6734.006734,3367.003367,3367.003367,1,42,42.0,42.0,42.0,0.0,8,8,1,1,58,58.0,0.0,58.0,0.0,8,8,1,297.0,297.0,297.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,58.0,1.0,-1,-1,Benign
53,17,1722,1.0,110.0,49.0,79.5,1860.5,43.133514,92334.494774,1161.440186,580.720093,580.720093,1,49,49.0,49.0,49.0,0.0,8,8,1,1,110,110.0,0.0,110.0,0.0,8,8,1,1722.0,1722.0,1722.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,110.0,1.0,-1,-1,Benign
5900,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,20,20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65535,-1,Benign
53,17,226,1.0,54.0,38.0,46.0,128.0,11.313708,407079.646018,8849.557522,4424.778761,4424.778761,1,38,38.0,38.0,38.0,0.0,8,8,1,1,54,54.0,0.0,54.0,0.0,8,8,1,226.0,226.0,226.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,54.0,1.0,-1,-1,Benign
53,17,984,1.0,79.0,51.0,65.0,392.0,19.79899,132113.821138,2032.520325,1016.260163,1016.260163,1,51,51.0,51.0,51.0,0.0,8,8,1,1,79,79.0,0.0,79.0,0.0,8,8,1,984.0,984.0,984.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,79.0,1.0,-1,-1,Benign
