 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,12114235,32,57,1898,41894,373,0,59.3125,120.8263049,2119,0,734.9824561,624.1734103,3614.920794,7.346728869,137661.7614,1044236.089,9800589,1,12100000,390251.871,1750766.363,9800589,148,12000000,213577.4821,1337660.433,10000000,1,0,0,0,0,652,1148,2.641520492,4.705208377,0,2119,486.5777778,598.3635169,358038.8984,0,0,0,1,0,0,0,0,1,492.0449438,59.3125,734.9824561,652,0,0,0,0,0,0,32,1898,57,41894,8192,6128,31,20,2297219,0,2297219,2297219,9800589,0,9800589,9800589,BENIGN
53,191,2,2,116,180,58,58,58,0,90,90,90,0,1549738.22,20942.40838,63.66666667,69.17610377,139,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,64,10471.20419,10471.20419,58,90,70.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,88.5,58,90,64,0,0,0,0,0,0,2,116,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,215,2,2,76,180,38,38,38,0,90,90,90,0,1190697.674,18604.65116,71.66666667,82.37313478,163,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,9302.325581,9302.325581,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38,90,40,0,0,0,0,0,0,2,76,2,180,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,146,2,2,90,212,45,45,45,0,106,106,106,0,2068493.151,27397.26027,48.66666667,77.36493607,138,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,13698.63014,13698.63014,45,106,69.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,86.75,45,106,40,0,0,0,0,0,0,2,90,2,212,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,142,2,2,78,110,39,39,39,0,55,55,55,0,1323943.662,28169.01408,47.33333333,75.92320682,135,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,14084.50704,14084.50704,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,40,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,9541578,6,6,206,498,35,33,34.33333333,1.032795559,83,83,83,0,73.78234502,1.257653608,867416.1818,2866486.711,9510154,1,9541358,1908271.6,4249699.31,9510327,1,9541451,1908290.2,4249673.81,9510300,48,0,0,0,0,168,168,0.628826804,0.628826804,33,83,56.69230769,25.36199458,643.2307692,0,0,0,0,0,0,0,0,1,61.41666667,34.33333333,83,168,0,0,0,0,0,0,6,206,6,498,-1,-1,5,20,176,0,176,176,9510154,0,9510154,9510154,BENIGN
49867,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,360,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
21,50,1,2,0,0,0,0,0,0,0,0,0,0,0,60000,25,32.52691193,48,2,0,0,0,0,0,48,48,0,48,48,0,0,0,0,32,64,20000,40000,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,229,227,0,32,0,0,0,0,0,0,0,0,BENIGN
80,5562605,3,1,0,0,0,0,0,0,0,0,0,0,0,0.71908755,1854201.667,3210085.484,5560889,99,5562605,2781302.5,3930928.926,5560889,1716,0,0,0,0,0,0,0,0,0,104,40,0.539315662,0.179771887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
53,150,2,2,56,88,28,28,28,0,44,44,44,0,960000,26666.66667,50,46.50806382,97,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,64,64,13333.33333,13333.33333,28,44,34.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,43,28,44,64,0,0,0,0,0,0,2,56,2,88,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,117258111,24,21,1314,9063,529,0,54.75,139.9146479,1448,0,431.5714286,618.5944206,88.49707633,0.383768761,2664957.068,4417644.575,10200000,1,117000000,5098178.739,5045665.784,10200000,3,114000000,5690424.1,5129571.516,10200000,49,0,0,0,0,776,680,0.204676673,0.179092089,0,1448,225.5869565,465.3741422,216573.0923,0,0,0,1,0,0,0,0,0,230.6,54.75,431.5714286,776,0,0,0,0,0,0,24,1314,21,9063,29200,126,5,32,175679,484527.7231,1636585,29394,10200000,89461.34009,10200000,9964001,BENIGN
53,451,2,2,64,244,32,32,32,0,122,122,122,0,682926.8293,8869.179601,150.3333333,219.2129862,402,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,40,40,4434.5898,4434.5898,32,122,68,49.29503018,2430,0,0,0,0,0,0,0,0,1,85,32,122,40,0,0,0,0,0,0,2,64,2,244,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,230,2,2,76,332,38,38,38,0,166,166,166,0,1773913.043,17391.30435,76.66666667,91.43485841,179,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,8695.652174,8695.652174,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,111.5,38,166,64,0,0,0,0,0,0,2,76,2,332,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,46643,1,1,45,90,45,45,45,0,90,90,90,0,2894.324979,42.87888858,46643,0,46643,46643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,21.43944429,21.43944429,45,90,60,25.98076211,675,0,0,0,0,0,0,0,0,1,90,45,90,32,0,0,0,0,0,0,1,45,1,90,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,24128,2,2,68,234,34,34,34,0,117,117,117,0,12516.57825,165.7824934,8042.666667,13825.52387,24007,48,48,48,0,48,48,73,73,0,73,73,0,0,0,0,40,40,82.89124668,82.89124668,34,117,67.2,45.46097227,2066.7,0,0,0,0,0,0,0,0,1,84,34,117,40,0,0,0,0,0,0,2,68,2,234,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,91800,9,5,508,4126,206,0,56.44444444,79.91888249,1418,0,825.2,755.1113825,50479.30283,152.5054466,7061.538462,13814.96347,37226,5,91800,11475,20340.79031,50764,49,51184,12796,17572.01466,37391,44,0,0,0,0,296,168,98.03921569,54.46623094,0,1418,308.9333333,556.3735213,309551.4952,0,0,0,1,0,0,0,0,0,331,56.44444444,825.2,296,0,0,0,0,0,0,9,508,5,4126,29200,340,4,32,0,0,0,0,0,0,0,0,BENIGN
443,262476,10,8,552,4189,195,0,55.2,71.48706177,1430,0,523.625,636.7600888,18062.60382,68.57769853,15439.76471,21021.01307,60434,1,262476,29164,21293.69336,60434,48,146918,20988.28571,37904.85639,96940,1,0,0,0,0,212,172,38.09872141,30.47897713,0,1430,249.5263158,466.9742282,218064.9298,0,0,0,1,0,0,0,0,0,263.3888889,55.2,523.625,212,0,0,0,0,0,0,10,552,8,4189,8192,343,9,20,0,0,0,0,0,0,0,0,BENIGN
53,60680,1,1,49,228,49,49,49,0,228,228,228,0,4564.930784,32.95978906,60680,0,60680,60680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,16.47989453,16.47989453,49,228,108.6666667,103.3456982,10680.33333,0,0,0,0,0,0,0,0,1,163,49,228,32,0,0,0,0,0,0,1,49,1,228,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,249259,12,14,5811,16092,3441,0,484.25,1020.01846,3105,0,1149.428571,860.2363463,87872.45395,104.3091724,9970.36,19635.42291,56087,30,249224,22656.72727,31818.72682,87971,50,202827,15602.07692,24431.2311,62006,49,0,0,0,0,252,292,48.14269495,56.16647744,0,3441,811.2222222,972.8483293,946433.8718,0,0,0,1,0,0,0,0,1,842.4230769,484.25,1149.428571,252,0,0,0,0,0,0,12,5811,14,16092,8192,256,11,20,0,0,0,0,0,0,0,0,BENIGN
443,349,4,0,64,0,46,6,16,20,0,0,0,0,183381.0888,11461.31805,116.3333333,72.23111056,185,41,349,116.3333333,72.23111056,185,41,0,0,0,0,0,0,0,0,0,80,0,11461.31805,0,6,46,14,17.88854382,320,0,0,0,0,1,0,0,0,0,17.5,16,0,80,0,0,0,0,0,0,4,64,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53818,2868,3,1,18,6,6,6,6,0,6,6,6,0,8368.200837,1394.700139,956,1636.824975,2846,0,2868,1434,2027.982248,2868,0,0,0,0,0,0,0,0,0,0,60,20,1046.025105,348.6750349,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,6,60,0,0,0,0,0,0,3,18,1,6,8760,253,2,20,0,0,0,0,0,0,0,0,BENIGN
52135,5,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0,0,8600000,600000,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0,0,0,0,0,0,0,0,60,0,600000,0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0,60,0,0,0,0,0,0,3,43,0,0,62,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
443,42304536,15,11,885,9842,405,0,59,119.8218916,2648,0,894.7272727,867.7338406,253.5661897,0.614591305,1692181.44,8432634.919,42200000,1,42300000,3021752.571,11300000,42200000,1,112141,11214.1,19935.59267,58661,2,0,0,0,0,492,360,0.354571907,0.260019398,0,2648,397.2962963,688.5588526,474113.2934,0,0,0,1,0,0,0,0,0,412.5769231,59,894.7272727,492,0,0,0,0,0,0,15,885,11,9842,65535,972,6,32,135646,0,135646,135646,42200000,0,42200000,42200000,BENIGN
443,5563714,8,6,379,4281,198,0,47.375,73.901358,1460,0,713.5,707.9654653,837.5700117,2.516304756,427978,1461386.628,5288728,36,5563714,794816.2857,1983105.117,5288728,47,59912,11982.4,14642.33263,31245,49,0,0,0,0,172,132,1.437888432,1.078416324,0,1460,310.6666667,545.7005546,297789.0952,0,0,0,1,0,0,0,0,0,332.8571429,47.375,713.5,172,0,0,0,0,0,0,8,379,6,4281,8192,946,7,20,274939,0,274939,274939,5288728,0,5288728,5288728,BENIGN
80,5619485,3,1,0,0,0,0,0,0,0,0,0,0,0,0.711809,1873161.667,3223593.373,5595421,60,5619485,2809742.5,3939544.315,5595421,24064,0,0,0,0,0,0,0,0,0,104,40,0.53385675,0.17795225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,14480,0,32,0,0,0,0,0,0,0,0,BENIGN
53,69477,2,2,78,274,39,39,39,0,137,137,137,0,5066.42486,57.57300977,23159,40067.53793,69425,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,40,64,28.78650489,28.78650489,39,137,78.2,53.67681064,2881.2,0,0,0,0,0,0,0,0,1,97.75,39,137,40,0,0,0,0,0,0,2,78,2,274,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,62095692,12,10,549,1321,217,0,45.75,77.43398948,404,0,132.1,159.5566427,30.11481054,0.354291889,2956937.714,12800000,58800000,0,62100000,5645062.909,17700000,58900000,0,62000000,6889469.111,19500000,58800000,1,1,0,0,0,384,320,0.193250121,0.161041768,0,404,83.30434783,123.8046242,15327.58498,0,1,0,0,1,0,0,0,0,87.09090909,45.75,132.1,384,0,0,0,0,0,0,12,549,10,1321,332,187,4,32,3226013,0,3226013,3226013,58800000,0,58800000,58800000,BENIGN
443,15919410,9,10,1082,4193,517,0,120.2222222,200.1704135,1460,0,419.3,581.8676921,331.3565013,1.193511569,884411.6667,2625941.921,9952660,4,10200000,1277074.625,3505563.153,9952660,9320,15900000,1766052.556,3618417.997,10000000,4,0,0,0,0,192,224,0.565347585,0.628163983,0,1460,263.75,450.9988768,203399.9868,0,0,0,1,0,0,0,0,1,277.6315789,120.2222222,419.3,192,0,0,0,0,0,0,9,1082,10,4193,8192,33,8,20,144402,169048.0182,263937,24867,7815301,3022682.085,9952660,5677942,BENIGN
53,30748,2,2,70,102,35,35,35,0,51,51,51,0,5593.859763,130.0897619,10249.33333,17707.34642,30696,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,64,65.04488097,65.04488097,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,4,1,1,31,6,31,31,31,0,6,6,6,0,9250000,500000,4,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,250000,250000,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,1,34,31,6,20,0,0,0,0,0,0,1,31,1,6,245,245,0,20,0,0,0,0,0,0,0,0,BENIGN
53,71607,1,1,48,254,48,48,48,0,254,254,254,0,4217.464773,27.93023028,71607,0,71607,71607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13.96511514,13.96511514,48,254,116.6666667,118.9341555,14145.33333,0,0,0,0,0,0,0,0,1,175,48,254,32,0,0,0,0,0,0,1,48,1,254,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,32026,2,2,66,240,33,33,33,0,120,120,120,0,9554.736776,124.89852,10675.33333,18483.29152,32018,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,62.44925998,62.44925998,33,120,67.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,84.75,33,120,40,0,0,0,0,0,0,2,66,2,240,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,48897,2,2,68,270,34,34,34,0,135,135,135,0,6912.489519,81.80460969,16299,28223.76791,48889,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,40.90230484,40.90230484,34,135,74.4,55.31997831,3060.3,0,0,0,0,0,0,0,0,1,93,34,135,64,0,0,0,0,0,0,2,68,2,270,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,75434,2,2,60,344,30,30,30,0,172,172,172,0,5355.67516,53.02648673,25144.66667,43548.37612,75430,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,26.51324337,26.51324337,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30,172,64,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,22584,2,0,0,0,0,0,0,0,0,0,0,0,0,88.55827134,22584,0,22584,22584,22584,22584,0,22584,22584,0,0,0,0,0,0,0,0,0,64,0,88.55827134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,5583560,3,1,0,0,0,0,0,0,0,0,0,0,0,0.716388827,1861186.667,3223053.269,5582848,97,5583560,2791780,3947166.219,5582848,712,0,0,0,0,0,0,0,0,0,104,40,0.53729162,0.179097207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
53,47479,2,2,90,260,45,45,45,0,130,130,130,0,7371.680111,84.2477727,15826.33333,27366.98895,47427,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,64,40,42.12388635,42.12388635,45,130,79,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,98.75,45,130,64,0,0,0,0,0,0,2,90,2,260,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,47835,1,1,43,78,43,43,43,0,78,78,78,0,2529.528588,41.81038988,47835,0,47835,47835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,20.90519494,20.90519494,43,78,54.66666667,20.20725942,408.3333333,0,0,0,0,0,0,0,0,1,82,43,78,32,0,0,0,0,0,0,1,43,1,78,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,300,2,2,90,218,45,45,45,0,109,109,109,0,1026666.667,13333.33333,100,171.4730299,298,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,64,6666.666667,6666.666667,45,109,70.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,88.25,45,109,40,0,0,0,0,0,0,2,90,2,218,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5957571,3,1,0,0,0,0,0,0,0,0,0,0,0,0.671414575,1985857,3438058.58,5955785,147,5957571,2978785.5,4210113.068,5955785,1786,0,0,0,0,0,0,0,0,0,104,40,0.503560931,0.167853644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
80,5311295,4,2,0,0,0,0,0,0,0,0,0,0,0,1.129668,1062259,1850083.9,4282148,26,5311295,1770431.667,2228235.301,4282148,31362,997743,997743,0,997743,997743,0,0,0,0,136,80,0.753112,0.376556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,4,0,2,0,29200,28960,0,32,0,0,0,0,0,0,0,0,BENIGN
80,60267480,10,9,3861,209,2359,0,386.1,830.3948793,197,0,23.22222222,65.21843638,67.53227445,0.315261232,3348193.333,4823394.006,10000000,25,50400000,5598690.333,5275897.799,10100000,75,60200000,7526982.625,4623887.435,10100000,19194,0,0,0,0,212,252,0.165926964,0.149334268,0,2359,203.5,602.9475407,363545.7368,0,0,0,1,0,0,0,0,0,214.2105263,386.1,23.22222222,212,0,0,0,0,0,0,10,3861,9,209,8192,135,9,20,70853.4,44224.23339,149964,50970,10000000,15041.3235,10000000,9999620,BENIGN
