Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,01/03/2018 09:49:37,285,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,270175.4386,10526.31579,142.5,176.0695885,267,18,285,142.5,176.0695885,267,18,0,0,0,0,0,1,0,0,0,60,0,10526.31579,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 08:53:09,2463,1,1,34,125,34,34,34,0,125,125,125,0,64555.42022,812.0178644,2463,0,2463,2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,406.0089322,406.0089322,34,125,64.33333333,52.5388745,2760.333333,0,0,0,0,0,0,0,0,1,96.5,34,125,0,0,0,0,0,0,1,34,1,125,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
8888,6,01/03/2018 10:14:19,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,Infilteration
0,0,01/03/2018 12:13:20,112641006,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633285,56300000,38.18376618,56300000,56300000,113000000,56300000,38.18376618,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,38.18376618,56300000,56300000,Benign
53,17,01/03/2018 12:02:02,390,1,1,42,58,42,42,42,0,58,58,58,0,256410.2564,5128.205128,390,0,390,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2564.102564,2564.102564,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 01:37:06,18269,1,1,44,198,44,44,44,0,198,198,198,0,13246.48311,109.4750671,18269,0,18269,18269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,54.73753353,54.73753353,44,198,95.33333333,88.91194146,7905.333333,0,0,0,0,0,0,0,0,1,143,44,198,0,0,0,0,0,0,1,44,1,198,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 04:34:57,1718896,8,7,1144,1581,677,0,143,227.9699228,1173,0,225.8571429,430.0986044,1585.31988,8.726531448,122778.2857,245471.2624,953074,4,1718896,245556.5714,399590.3263,1146343,4,1584893,264148.8333,338245.7566,953074,109083,0,0,0,0,172,152,4.654150106,4.072381342,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,0,1,0,181.6666667,143,225.8571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0,0,0,0,0,0,0,0,Benign
54303,6,01/03/2018 08:48:36,86184885,2,0,0,0,0,0,0,0,0,0,0,0,0,0.023205925,86200000,0,86200000,86200000,86200000,86200000,0,86200000,86200000,0,0,0,0,0,0,0,0,0,40,0,0.023205925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62617,-1,0,20,0,0,0,0,86200000,0,86200000,86200000,Benign
445,6,01/03/2018 10:12:03,628049,2,2,0,0,0,0,0,0,0,0,0,0,0,6.368929813,209349.6667,362568.7522,628008,20,628028,628028,0,628028,628028,628029,628029,0,628029,628029,0,0,0,0,64,40,3.184464906,3.184464906,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,8192,0,0,32,0,0,0,0,0,0,0,0,Infilteration
54362,6,01/03/2018 02:38:20,22,2,0,0,0,0,0,0,0,0,0,0,0,0,90909.09091,22,0,22,22,22,22,0,22,22,0,0,0,0,0,0,0,0,0,40,0,90909.09091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2240,-1,0,20,0,0,0,0,0,0,0,0,Infilteration
443,6,01/03/2018 10:54:28,116954726,19,20,1288,5011,421,0,67.78947368,114.9176415,1460,0,250.55,452.9667671,53.85844776,0.333462369,3077755.947,13200000,58300000,0,117000000,6497484.778,18800000,58300000,23,117000000,6151426.053,18400000,58400000,0,0,0,0,0,392,412,0.162456026,0.171006343,0,1460,157.475,339.1917987,115051.0763,0,0,1,1,0,0,0,1,1,161.5128205,67.78947368,250.55,0,0,0,0,0,0,19,1288,20,5011,8192,131,8,20,185850,152701.1236,293826,77874,58300000,48356.91145,58300000,58200000,Infilteration
53,17,01/03/2018 01:03:21,413,1,1,42,58,42,42,42,0,58,58,58,0,242130.7506,4842.615012,413,0,413,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2421.307506,2421.307506,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
445,6,01/03/2018 01:17:46,157275,3,1,0,0,0,0,0,0,0,0,0,0,0,25.43315848,52425,90709.2332,157167,46,157275,78637.5,111145.1652,157229,46,0,0,0,0,0,0,0,0,0,72,32,19.07486886,6.35828962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 05:06:22,1296,1,1,40,139,40,40,40,0,139,139,139,0,138117.284,1543.209877,1296,0,1296,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,771.6049383,771.6049383,40,139,73,57.15767665,3267,0,0,0,0,0,0,0,0,1,109.5,40,139,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 03:47:09,459,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,167755.9913,6535.947712,229.5,304.7630227,445,14,459,229.5,304.7630227,445,14,0,0,0,0,0,1,0,0,0,60,0,6535.947712,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,Benign
548,6,01/03/2018 02:40:05,222,1,1,0,0,0,0,0,0,0,0,0,0,0,9009.009009,222,0,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,4504.504505,4504.504505,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,Infilteration
443,6,01/03/2018 08:58:56,117623129,23,31,853,29516,206,0,37.08695652,67.07249338,1430,0,952.1290323,659.4469269,258.1890165,0.459093381,2219304.321,11200000,58400000,1,118000000,5346505.864,17200000,58600000,26,117000000,3915591.267,14800000,58500000,1,0,0,0,0,472,632,0.195539773,0.263553608,0,1430,552.1636364,673.7278482,453909.2135,0,0,1,1,0,0,0,1,1,562.3888889,37.08695652,952.1290323,0,0,0,0,0,0,23,853,31,29516,8192,180,8,20,366591,297762.6656,577141,156041,58400000,100805.1427,58400000,58300000,Benign
53,17,01/03/2018 12:51:34,621,1,1,52,108,52,52,52,0,108,108,108,0,257648.9533,3220.611916,621,0,621,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1610.305958,1610.305958,52,108,70.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,106,52,108,0,0,0,0,0,0,1,52,1,108,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 03:29:26,371,1,1,42,58,42,42,42,0,58,58,58,0,269541.779,5390.83558,371,0,371,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2695.41779,2695.41779,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,Infilteration
3389,6,01/03/2018 04:12:37,1253981,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,2176.269018,11.96190373,89570.07143,249434.233,953187,65,1253981,179140.1429,383391.7627,1047920,785,1215147,202524.5,368384.2975,953187,40524,0,0,0,0,172,152,6.379681989,5.58222174,0,1173,170.5625,319.4332416,102037.5958,0,0,1,1,0,0,0,1,0,181.9333333,143.5,225.8571429,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 04:37:04,1837243,8,7,1128,1581,661,0,141,222.6233206,1173,0,225.8571429,430.0986044,1474.491943,8.164407212,131231.6429,247733.0146,953216,27,1837243,262463.2857,436538.4356,1247301,27,1593794,265632.3333,337273.184,953216,110522,0,0,0,0,172,152,4.354350513,3.810056699,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 03:58:58,1458,1,1,50,78,50,50,50,0,78,78,78,0,87791.4952,1371.742112,1458,0,1458,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,685.8710562,685.8710562,50,78,59.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,89,50,78,0,0,0,0,0,0,1,50,1,78,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
50818,6,01/03/2018 10:50:32,37,1,1,0,0,0,0,0,0,0,0,0,0,0,54054.05405,37,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27027.02703,27027.02703,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,184,254,0,20,0,0,0,0,0,0,0,0,Infilteration
53,17,01/03/2018 03:10:13,218978,2,2,86,142,43,43,43,0,71,71,71,0,1041.200486,18.26667519,72992.66667,125189.7364,217549,450,218528,218528,0,218528,218528,217999,217999,0,217999,217999,0,0,0,0,16,16,9.133337596,9.133337596,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,0,0,0,0,0,0,2,86,2,142,-1,-1,1,8,0,0,0,0,0,0,0,0,Infilteration
53,17,01/03/2018 01:46:14,20322,2,2,90,122,45,45,45,0,61,61,61,0,10432.04409,196.8310206,6774,11087.96686,19577,299,20023,20023,0,20023,20023,19876,19876,0,19876,19876,0,0,0,0,16,16,98.41551028,98.41551028,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45,61,0,0,0,0,0,0,2,90,2,122,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 11:49:21,119789813,18,21,343,3420,207,0,19.05555556,55.41232845,1460,0,162.8571429,434.640574,31.41335566,0.325570255,3152363.5,4636655.937,10000000,0,120000000,7046459.588,4635405.978,10100000,284,120000000,5985289.45,4990837.967,10100000,0,0,0,0,0,372,424,0.150263195,0.175307061,0,1460,94.075,321.851645,103588.4814,0,0,1,1,0,0,0,1,1,96.48717949,19.05555556,162.8571429,0,0,0,0,0,0,18,343,21,3420,8192,64240,12,20,100542.4167,111450.1585,453722,45932,9881930.333,323366.4751,10000000,8882975,Benign
443,6,01/03/2018 09:20:01,591,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,130287.6481,5076.142132,295.5,399.5153314,578,13,591,295.5,399.5153314,578,13,0,0,0,0,0,1,0,0,0,60,0,5076.142132,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 04:10:30,1393893,8,7,1132,1581,661,0,141.5,222.7920235,1173,0,225.8571429,430.0986044,1946.347388,10.76122773,99563.78571,251979.7246,968800,49,1393893,199127.5714,385130.6886,1070807,118,1331417,221902.8333,366214.541,968800,62729,0,0,0,0,168,148,5.739321454,5.021906273,0,1173,169.5625,317.7627981,100973.1958,0,0,0,1,0,0,0,0,0,180.8666667,141.5,225.8571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 03:16:29,737,1,1,63,145,63,63,63,0,145,145,145,0,282225.2374,2713.704206,737,0,737,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1356.852103,1356.852103,63,145,90.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,135.5,63,145,0,0,0,0,0,0,1,63,1,145,-1,-1,0,8,0,0,0,0,0,0,0,0,Infilteration
443,6,01/03/2018 03:48:52,115181336,33,77,5200,13264,1300,0,157.5757576,430.8641774,1054,0,172.2597403,270.718022,160.3037492,0.955015837,1056709.505,1907449.894,4913796,0,115000000,3599416.75,2029673.412,5181850,102765,115000000,1514873.145,2167241.698,4963544,0,0,0,0,0,660,1540,0.286504751,0.668511086,0,1300,166.3423423,323.94465,104940.1363,0,0,0,0,1,0,0,0,2,167.8545455,157.5757576,172.2597403,0,0,0,0,0,0,33,5200,77,13264,5564,5565,4,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 04:51:40,6069328,10,12,645,3485,321,0,64.5,113.7826876,1432,0,290.4166667,476.4526989,680.470721,3.624783502,289015.619,1311834.388,6014300,0,6069328,674369.7778,2002531.555,6014442,228,6057605,550691.3636,1812095.042,6014322,0,0,0,0,0,212,252,1.647628864,1.977154637,0,1432,179.5652174,364.672808,132986.2569,0,0,1,1,0,0,0,1,1,187.7272727,64.5,290.4166667,0,0,0,0,0,0,10,645,12,3485,8192,66,3,20,54886,0,54886,54886,6014300,0,6014300,6014300,Benign
443,6,01/03/2018 12:55:50,116891614,28,31,2235,20032,617,0,79.82142857,191.1158372,1460,0,646.1935484,708.5230845,190.4927072,0.504741084,2015372.655,3961099.453,10000000,0,117000000,4329319.037,4907944.197,10000000,15,112000000,3717196.7,4879297.745,10000000,0,0,0,0,0,572,764,0.239538142,0.265202943,0,1460,371.1166667,595.2584709,354332.6472,0,0,1,1,0,0,0,1,1,377.4067797,79.82142857,646.1935484,0,0,0,0,0,0,28,2235,31,20032,8192,1053,17,20,127944.75,403525.4169,1409310,11355,9613021.833,1338071.931,10000000,5364328,Benign
51560,6,01/03/2018 10:33:26,53,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,584905.6604,56603.77358,26.5,36.06244584,52,1,53,26.5,36.06244584,52,1,0,0,0,0,0,0,0,0,0,60,0,56603.77358,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,980,-1,1,20,0,0,0,0,0,0,0,0,Infilteration
443,6,01/03/2018 02:21:04,87679,6,7,749,3927,433,0,124.8333333,170.8594939,1460,0,561,662.4338961,53330.90022,148.2681144,7306.583333,8800.272459,28365,1,59313,11862.6,9124.272344,21277,286,74421,12403.5,13954.05976,36085,1,0,0,0,0,132,152,68.4314374,79.83667697,0,1460,334,519.8846026,270280,0,0,1,1,0,0,0,1,1,359.6923077,124.8333333,561,0,0,0,0,0,0,6,749,7,3927,8192,245,3,20,0,0,0,0,0,0,0,0,Infilteration
53,17,01/03/2018 04:26:44,88521,1,1,35,77,35,35,35,0,77,77,77,0,1265.236498,22.59350888,88521,0,88521,88521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11.29675444,11.29675444,35,77,49,24.24871131,588,0,0,0,0,0,0,0,0,1,73.5,35,77,0,0,0,0,0,0,1,35,1,77,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 04:25:17,390451,10,7,581,3834,198,0,58.1,87.56515035,1460,0,547.7142857,654.3624669,11307.43678,43.53939419,24403.1875,34126.60912,82017,12,390451,43383.44444,38907.68636,93681,22,290847,48474.5,79285.20527,196850,24,0,0,0,0,212,152,25.61140835,17.92798584,0,1460,245.2777778,465.8289014,216996.5654,0,0,1,1,0,0,0,1,0,259.7058824,58.1,547.7142857,0,0,0,0,0,0,10,581,7,3834,8192,62,4,20,0,0,0,0,0,0,0,0,Benign
53450,6,01/03/2018 02:03:49,18,1,1,0,0,0,0,0,0,0,0,0,0,0,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,172,255,0,20,0,0,0,0,0,0,0,0,Infilteration
53,17,01/03/2018 01:42:41,2565,1,1,35,260,35,35,35,0,260,260,260,0,115009.7466,779.7270955,2565,0,2565,2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,389.8635478,389.8635478,35,260,110,129.9038106,16875,0,0,0,0,0,0,0,0,1,165,35,260,0,0,0,0,0,0,1,35,1,260,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 09:08:43,248,1,1,40,168,40,40,40,0,168,168,168,0,838709.6774,8064.516129,248,0,248,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4032.258065,4032.258065,40,168,82.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,124,40,168,0,0,0,0,0,0,1,40,1,168,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 11:42:41,14086,1,1,34,126,34,34,34,0,126,126,126,0,11358.79597,141.9849496,14086,0,14086,14086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,70.9924748,70.9924748,34,126,64.66666667,53.11622477,2821.333333,0,0,0,0,0,0,0,0,1,97,34,126,0,0,0,0,0,0,1,34,1,126,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 10:13:16,1699682,8,7,1128,1581,661,0,141,222.6233206,1173,0,225.8571429,430.0986044,1593.827551,8.82518024,121405.8571,247200.8569,959519,3,1699682,242811.7143,389247.7581,1119719,3,1591814,265302.3333,340696.9044,959519,108487,0,0,0,0,172,152,4.706762794,4.118417445,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 10:47:50,1407902,8,7,1132,1581,661,0,141.5,222.7920235,1173,0,225.8571429,430.0986044,1926.980713,10.65415064,100564.4286,251783.9858,968894,31,1407902,201128.8571,384215.1042,1070501,31,1345243,224207.1667,365111.8455,968894,63406,0,0,0,0,168,148,5.682213677,4.971936967,0,1173,169.5625,317.7627981,100973.1958,0,0,0,1,0,0,0,0,0,180.8666667,141.5,225.8571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 09:32:49,1402758,8,7,1132,1581,661,0,141.5,222.7920235,1173,0,225.8571429,430.0986044,1934.04707,10.69322007,100197,251844.7572,968798,47,1402758,200394,386965.5632,1076210,81,1339343,223223.8333,365636.3892,968798,64032,0,0,0,0,168,148,5.703050704,4.990169366,0,1173,169.5625,317.7627981,100973.1958,0,0,0,1,0,0,0,0,0,180.8666667,141.5,225.8571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,Benign
0,0,01/03/2018 09:54:38,112640818,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633329,56300000,35.35533906,56300000,56300000,113000000,56300000,35.35533906,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,35.35533906,56300000,56300000,Benign
3389,6,01/03/2018 03:58:55,1800772,8,7,1144,1581,677,0,143,227.9699228,1173,0,225.8571429,430.0986044,1513.239877,8.329760791,128626.5714,246669.9464,953393,3,1800772,257253.1429,430945.0367,1229690,3,1586336,264389.3333,338273.7145,953393,110036,0,0,0,0,172,152,4.442539089,3.887221703,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,0,1,0,181.6666667,143,225.8571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0,0,0,0,0,0,0,0,Benign
443,6,01/03/2018 09:36:10,5045155,6,4,599,152,517,0,99.83333333,205.4511296,152,0,38,76,148.8556843,1.982099658,560572.7778,1643195.96,4942107,32,5045155,1009031,2232316.333,5002275,32,82097,27365.66667,30523.29604,60473,343,0,0,0,0,132,92,1.189259795,0.792839863,0,517,68.27272727,155.7825991,24268.21818,0,0,1,1,0,0,0,1,0,75.1,99.83333333,38,0,0,0,0,0,0,6,599,4,152,8192,946,3,20,0,0,0,0,0,0,0,0,Benign
